E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
-15.23,4.85598e-07,3.93808e-06,-31.86,9,-4.61,0.0,0,0.0,0.01981313,0.05617346,0.03227146,0.02615458,0
-19.16,0.00044242,0.000995779,-28.18,10,-6.95,-7.94,4,0.0,0.4540352,0.3459826,0.2878867,0.3028493,1
-16.08,1.05806e-06,5.72753e-05,-30.58,10,-5.24,0.0,0,0.0,0.5964224,0.4041602,0.09166119,0.3048572,0
-14.05,6.19406e-07,2.99299e-05,-29.28,6,-3.71,-6.58,4,0.0,0.6083863,0.1124661,0.04529022,0.03574447,0
-19.24,2.98035e-08,0.00259364,-33.59,8,-5.86,-7.48,2,0.0,0.3100575,0.0374863,0.1475453,0.2295315,0
-18.25,4.34686e-05,0.0184733,-26.9,10,-5.91,-9.68,4,0.0,0.2807053,0.1773549,0.2473491,0.1843283,1
-11.09,2.33982e-07,0.000109605,-26.12,7,-3.82,-2.1,2,0.0,0.03387323,0.1147525,0.06026448,0.1151712,1
-19.29,1.77829e-06,0.000104398,-33.1,10,-5.36,-10.9,4,0.0,0.1515294,0.1036355,0.3850397,0.03820165,1
-22.21,0.000109605,0.00181504,-31.72,10,-6.15,-7.62,4,0.0,0.5537619,0.04670525,0.6583666,0.03983391,1
-17.22,3.34825e-06,2.23494e-05,-31.59,10,-6.91,-5.74,2,0.0,0.01875886,0.2257704,0.2181688,0.3388487,1
-14.79,2.41699e-07,1.00922e-05,-31.27,7,-7.27,0.0,0,0.0,0.5803214,0.1615425,0.01483183,0.6047108,1
-15.78,2.58634e-05,5.90811e-06,-29.71,5,-3.07,-9.16,4,0.0,0.2296085,0.5889871,0.07014096,0.1901747,0
-14.58,0.0140202,0.310919,-17.93,5,-6.48,-3.68,2,-2.1500000000000004,0.03482188,0.01429475,0.03342268,0.0669025,0
-12.22,2.48617e-10,8.87615e-05,-31.6,7,-6.24,-5.24,2,-0.2400000000000002,0.1621554,0.01429475,0.04920822,0.00978276,0
-17.86,2.79307e-08,0.0644363,-30.27,9,-5.86,-13.12,4,0.0,0.1171039,0.133501,0.05902667,0.04002592,0
-17.17,4.00249e-06,0.0159634,-27.38,8,-6.29,-8.82,4,0.0,0.07002911,0.05575747,0.04196638,0.07768738,0
-16.74,3.81233e-06,0.13814,-25.65,10,-6.88,-12.12,4,0.0,0.4153685,0.09632197,0.1965861,0.380491,0
-23.06,0.00133353,0.24774,-28.0,9,-7.96,-11.82,4,0.0,0.1965861,0.454181,0.2296412,0.2050419,0
-21.44,0.000846637,0.36569,-26.42,8,-7.18,-12.24,4,0.0,0.387433,0.1965861,0.2050419,0.2571731,0
-16.66,1.20642e-05,2.85079e-05,-30.09,5,-7.25,-3.6,2,0.0,0.1867301,0.2050419,0.1051997,0.0445494,0
-15.12,6.48471e-09,2.46346e-05,-33.28,7,-3.68,-9.12,4,0.0,0.1049329,0.0445494,0.2543226,0.2894155,0
-13.91,1.34962e-06,4.2769e-05,-28.44,7,-6.44,-12.2,4,0.0,0.2894155,0.2543226,0.2015969,0.2384211,0
-15.94,1.30837e-05,0.00127017,-26.98,9,-6.1,-10.48,4,0.0,0.14248,0.1235724,0.06978984,0.07390489,0
-17.52,0.0004214,5.18891e-06,-29.81,7,-4.99,-12.6,4,0.0,0.4544913,0.1770678,0.176,0.1878484,0
-13.64,7.88972e-08,0.000258999,-28.81,10,-5.72,-7.82,4,0.0,0.03250184,0.02133583,0.01468688,0.2773454,0
-15.12,5.18159e-07,0.0091948,-26.93,9,-7.86,-8.72,4,-1.459999999999999,0.1113537,0.6389159,0.01981313,0.2647034,0
-11.62,0.00032505,4.86283e-06,-24.11,5,-3.62,0.0,0,-0.8100000000000005,0.3562971,0.02615458,0.2035851,0.4220181,0
-14.32,0.0243409,0.147403,-17.79,9,-5.14,-11.7,4,0.0,0.3595699,0.1627883,0.9095874,0.8867627,0
-10.68,0.0603871,0.133729,-13.65,7,-5.34,-11.08,4,0.0,0.8211725,0.2907162,0.8867627,0.1828015,0
-11.17,0.0239491,0.147403,-14.65,10,-5.04,-11.18,4,0.0,0.8867627,0.8298261,0.1828015,0.1659537,0
-16.83,3.03766e-06,1.35152e-05,-31.57,8,-5.86,-11.02,2,0.0,0.07057226,0.0860431,0.5365167,0.01759617,0
-13.23,0.000181248,0.038339,-20.55,10,-3.12,-12.48,4,0.0,0.04633886,0.08713259,0.244757,0.2069242,0
-16.6,4.00814e-05,0.00834186,-25.79,7,-6.2,-8.22,4,0.0,0.1505925,0.1464979,0.07811879,0.6094143,0
-15.05,6.49386e-08,0.0342227,-27.33,6,-4.34,0.0,0,0.0,0.05638635,0.01210793,0.1413936,0.01670155,0
-16.9,0.00167361,0.00593315,-24.0,10,-4.69,-13.22,4,0.0,0.1640409,0.5665818,0.06337323,0.03442052,1
-16.28,3.04195e-05,0.0757872,-24.28,10,-5.14,-10.34,4,0.0,0.03442052,0.2650105,0.05015184,0.214185,0
-16.63,6.31316e-05,9.16891e-05,-28.32,10,-6.82,-8.98,2,0.0,0.173949,0.6969736,0.1062212,0.1695681,1
-17.53,0.00547082,0.000653059,-25.26,10,-5.02,-11.36,4,0.0,0.2245207,0.2788888,0.2480298,0.4483329,1
-20.83,0.000573561,0.00172881,-29.35,10,-6.24,-9.92,4,0.0,0.3764009,0.2610161,0.3343419,0.2864511,1
-15.28,0.00154319,0.18802,-20.3,5,-4.8,-2.6,1,0.0,0.05151506,0.07551744,0.2762098,0.06885133,0
-16.78,0.000126838,0.000793435,-26.71,10,-5.2,-10.32,4,0.0,0.2026306,0.2612021,0.2791118,0.1389445,1
-13.42,0.0213778,0.0305484,-17.94,8,-4.32,-9.14,4,0.0,0.2612288,0.9564784,0.2506487,0.1106816,1
-14.98,0.000472086,0.000276366,-24.75,9,-4.51,0.0,0,0.0,0.2811795,0.1432762,0.1928024,0.4716264,1
-16.61,3.99685e-07,0.0305484,-27.84,8,-5.66,-12.18,4,0.0,0.07811879,0.2975844,0.6094143,0.01210793,0
-11.79,3.18918e-06,0.0347825,-21.66,9,-4.14,-10.5,4,0.0,0.01210793,0.6094143,0.1144139,0.1413936,0
-12.71,6.50302e-07,0.0310481,-23.63,8,-5.34,-9.5,4,0.0,0.1222333,0.05638635,0.01670155,0.1352127,0
-18.11,3.81233e-06,0.000963984,-30.08,9,-6.35,-6.1,4,0.0,0.2341441,0.1183973,0.1781553,0.71781,0
-18.11,3.81233e-06,0.000963984,-30.08,9,-6.35,-6.1,4,0.0,0.2341441,0.1183973,0.1781553,0.71781,0
-15.61,1.02573e-05,0.000806413,-27.08,8,-4.09,-11.44,4,0.0,0.2148199,0.2341441,0.71781,0.199295,1
-14.3,0.0018749,2.99299e-05,-24.59,5,-4.98,-4.52,2,0.0,0.199295,0.2178458,0.6589903,0.1640409,1
-14.5,0.000116954,0.0450927,-21.99,9,-3.84,-9.74,4,0.0,0.06337323,0.2650105,0.2202643,0.05015184,0
-15.14,3.88016e-05,0.0206953,-23.79,8,-6.39,-8.74,4,0.0,0.2202643,0.03442052,0.214185,0.3115717,0
-14.36,2.02762e-05,0.00315115,-24.57,9,-2.96,-12.3,4,0.0,0.05015184,0.2202643,0.3115717,0.2806603,0
