id2,E_4_1,ED1_4_1,ED2_4_1,Pu1_4_1,Pu2_4_1,E_hybrid_4_1,P_E_4_1,E_4_2,ED1_4_2,ED2_4_2,Pu1_4_2,Pu2_4_2,E_hybrid_4_2,P_E_4_2,E_4_3,ED1_4_3,ED2_4_3,Pu1_4_3,Pu2_4_3,E_hybrid_4_3,P_E_4_3,E_15_1,ED1_15_1,ED2_15_1,Pu1_15_1,Pu2_15_1,E_hybrid_15_1,P_E_15_1,E_15_2,ED1_15_2,ED2_15_2,Pu1_15_2,Pu2_15_2,E_hybrid_15_2,P_E_15_2,E_15_3,ED1_15_3,ED2_15_3,Pu1_15_3,Pu2_15_3,E_hybrid_15_3,P_E_15_3,E_1_1,ED1_1_1,ED2_1_1,Pu1_1_1,Pu2_1_1,E_hybrid_1_1,P_E_1_1,E_1_2,ED1_1_2,ED2_1_2,Pu1_1_2,Pu2_1_2,E_hybrid_1_2,P_E_1_2,E_1_3,ED1_1_3,ED2_1_3,Pu1_1_3,Pu2_1_3,E_hybrid_1_3,P_E_1_3,E_9_1,ED1_9_1,ED2_9_1,Pu1_9_1,Pu2_9_1,E_hybrid_9_1,P_E_9_1,E_9_2,ED1_9_2,ED2_9_2,Pu1_9_2,Pu2_9_2,E_hybrid_9_2,P_E_9_2,E_9_3,ED1_9_3,ED2_9_3,Pu1_9_3,Pu2_9_3,E_hybrid_9_3,P_E_9_3,E_2_1,ED1_2_1,ED2_2_1,Pu1_2_1,Pu2_2_1,E_hybrid_2_1,P_E_2_1,E_2_2,ED1_2_2,ED2_2_2,Pu1_2_2,Pu2_2_2,E_hybrid_2_2,P_E_2_2,E_2_3,ED1_2_3,ED2_2_3,Pu1_2_3,Pu2_2_3,E_hybrid_2_3,P_E_2_3,E_14_1,ED1_14_1,ED2_14_1,Pu1_14_1,Pu2_14_1,E_hybrid_14_1,P_E_14_1,E_14_2,ED1_14_2,ED2_14_2,Pu1_14_2,Pu2_14_2,E_hybrid_14_2,P_E_14_2,E_14_3,ED1_14_3,ED2_14_3,Pu1_14_3,Pu2_14_3,E_hybrid_14_3,P_E_14_3,E_13_1,ED1_13_1,ED2_13_1,Pu1_13_1,Pu2_13_1,E_hybrid_13_1,P_E_13_1,E_13_2,ED1_13_2,ED2_13_2,Pu1_13_2,Pu2_13_2,E_hybrid_13_2,P_E_13_2,E_13_3,ED1_13_3,ED2_13_3,Pu1_13_3,Pu2_13_3,E_hybrid_13_3,P_E_13_3,E_10_1,ED1_10_1,ED2_10_1,Pu1_10_1,Pu2_10_1,E_hybrid_10_1,P_E_10_1,E_10_2,ED1_10_2,ED2_10_2,Pu1_10_2,Pu2_10_2,E_hybrid_10_2,P_E_10_2,E_10_3,ED1_10_3,ED2_10_3,Pu1_10_3,Pu2_10_3,E_hybrid_10_3,P_E_10_3,E_19_1,ED1_19_1,ED2_19_1,Pu1_19_1,Pu2_19_1,E_hybrid_19_1,P_E_19_1,E_19_2,ED1_19_2,ED2_19_2,Pu1_19_2,Pu2_19_2,E_hybrid_19_2,P_E_19_2,E_19_3,ED1_19_3,ED2_19_3,Pu1_19_3,Pu2_19_3,E_hybrid_19_3,P_E_19_3,E_18_1,ED1_18_1,ED2_18_1,Pu1_18_1,Pu2_18_1,E_hybrid_18_1,P_E_18_1,E_18_2,ED1_18_2,ED2_18_2,Pu1_18_2,Pu2_18_2,E_hybrid_18_2,P_E_18_2,E_18_3,ED1_18_3,ED2_18_3,Pu1_18_3,Pu2_18_3,E_hybrid_18_3,P_E_18_3,E_3_1,ED1_3_1,ED2_3_1,Pu1_3_1,Pu2_3_1,E_hybrid_3_1,P_E_3_1,E_3_2,ED1_3_2,ED2_3_2,Pu1_3_2,Pu2_3_2,E_hybrid_3_2,P_E_3_2,E_3_3,ED1_3_3,ED2_3_3,Pu1_3_3,Pu2_3_3,E_hybrid_3_3,P_E_3_3,E_5_1,ED1_5_1,ED2_5_1,Pu1_5_1,Pu2_5_1,E_hybrid_5_1,P_E_5_1,E_5_2,ED1_5_2,ED2_5_2,Pu1_5_2,Pu2_5_2,E_hybrid_5_2,P_E_5_2,E_5_3,ED1_5_3,ED2_5_3,Pu1_5_3,Pu2_5_3,E_hybrid_5_3,P_E_5_3,E_7_1,ED1_7_1,ED2_7_1,Pu1_7_1,Pu2_7_1,E_hybrid_7_1,P_E_7_1,E_7_2,ED1_7_2,ED2_7_2,Pu1_7_2,Pu2_7_2,E_hybrid_7_2,P_E_7_2,E_7_3,ED1_7_3,ED2_7_3,Pu1_7_3,Pu2_7_3,E_hybrid_7_3,P_E_7_3,E_8_1,ED1_8_1,ED2_8_1,Pu1_8_1,Pu2_8_1,E_hybrid_8_1,P_E_8_1,E_8_2,ED1_8_2,ED2_8_2,Pu1_8_2,Pu2_8_2,E_hybrid_8_2,P_E_8_2,E_8_3,ED1_8_3,ED2_8_3,Pu1_8_3,Pu2_8_3,E_hybrid_8_3,P_E_8_3,E_17_1,ED1_17_1,ED2_17_1,Pu1_17_1,Pu2_17_1,E_hybrid_17_1,P_E_17_1,E_17_2,ED1_17_2,ED2_17_2,Pu1_17_2,Pu2_17_2,E_hybrid_17_2,P_E_17_2,E_17_3,ED1_17_3,ED2_17_3,Pu1_17_3,Pu2_17_3,E_hybrid_17_3,P_E_17_3,E_6_1,ED1_6_1,ED2_6_1,Pu1_6_1,Pu2_6_1,E_hybrid_6_1,P_E_6_1,E_6_2,ED1_6_2,ED2_6_2,Pu1_6_2,Pu2_6_2,E_hybrid_6_2,P_E_6_2,E_6_3,ED1_6_3,ED2_6_3,Pu1_6_3,Pu2_6_3,E_hybrid_6_3,P_E_6_3,E_12_1,ED1_12_1,ED2_12_1,Pu1_12_1,Pu2_12_1,E_hybrid_12_1,P_E_12_1,E_12_2,ED1_12_2,ED2_12_2,Pu1_12_2,Pu2_12_2,E_hybrid_12_2,P_E_12_2,E_12_3,ED1_12_3,ED2_12_3,Pu1_12_3,Pu2_12_3,E_hybrid_12_3,P_E_12_3,E_20_1,ED1_20_1,ED2_20_1,Pu1_20_1,Pu2_20_1,E_hybrid_20_1,P_E_20_1,E_20_2,ED1_20_2,ED2_20_2,Pu1_20_2,Pu2_20_2,E_hybrid_20_2,P_E_20_2,E_20_3,ED1_20_3,ED2_20_3,Pu1_20_3,Pu2_20_3,E_hybrid_20_3,P_E_20_3,E_16_1,ED1_16_1,ED2_16_1,Pu1_16_1,Pu2_16_1,E_hybrid_16_1,P_E_16_1,E_16_2,ED1_16_2,ED2_16_2,Pu1_16_2,Pu2_16_2,E_hybrid_16_2,P_E_16_2,E_16_3,ED1_16_3,ED2_16_3,Pu1_16_3,Pu2_16_3,E_hybrid_16_3,P_E_16_3,E_11_1,ED1_11_1,ED2_11_1,Pu1_11_1,Pu2_11_1,E_hybrid_11_1,P_E_11_1,E_11_2,ED1_11_2,ED2_11_2,Pu1_11_2,Pu2_11_2,E_hybrid_11_2,P_E_11_2,E_11_3,ED1_11_3,ED2_11_3,Pu1_11_3,Pu2_11_3,E_hybrid_11_3,P_E_11_3
GU-480-481,-13.87,5.89,2.68,7.0725e-05,0.0129277,-22.44,0.657619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-512-513,-14.15,7.17,5.57,8.86365e-06,0.000118867,-26.89,12.5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-537-538,-6.56,8.67,4.38,7.7737e-07,0.000819604,-19.61,0.991521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-557-558,-8.32,6.7,9.27,1.90021e-05,2.93652e-07,-24.29,0.415249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-585-586,-11.05,3.67,5.04,0.00259364,0.000280887,-19.76,12.2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-611-612,-5.13,10.5,4.68,3.99122e-08,0.000503741,-20.31,0.399775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-622-623,-12.85,6.96,6.3,1.24621e-05,3.63633e-05,-26.11,0.32938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-625-626,-12.64,9.76,6.53,1.32603e-07,2.50376e-05,-28.93,0.801158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-635-636,-10.77,3.19,0.34,0.00565126,0.575992,-14.3,3.92996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-652-653,-13.02,9.07,4.22,4.06223e-07,0.00106255,-26.31,0.777051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-655-656,-14.56,8.65,2.65,8.0301e-07,0.0135725,-25.86,0.808953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-698-699,-11.14,7.89,4.76,2.75588e-06,0.00044242,-23.79,0.425374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-709-710,-6.96,5.12,6.12,0.000246694,4.8697e-05,-18.2,0.641827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-740-741,-11.83,6.1,5.5,5.03031e-05,0.000133165,-23.43,0.614107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-782-783,-10.24,7.45,0.71,5.62741e-06,0.316005,-18.4,268.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-793-794,-10.05,3.61,3.25,0.00285884,0.00512703,-16.91,1.02039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-795-796,-9.45,5.43,3.33,0.000149181,0.00450291,-18.21,116.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-825-826,-10.89,2.29,2.81,0.0243409,0.0104692,-15.99,0.393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-837-838,-8.47,1.88,0.66,0.0473419,0.34271,-11.01,0.811324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-852-853,-6.49,4.79,1.48,0.0004214,0.0905958,-12.76,750.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-887-888,-5.92,4.42,0.96,0.0007681,0.210635,-11.3,2055.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-890-891,-10.66,6.97,3.88,1.22615e-05,0.00184473,-21.51,0.605449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
